source_references,msgctxt,msgid,msgstr,comments
src/components/modals/OrganizerWebhookLogsModal/index.tsx:163 | src/components/modals/WebhookLogsModal/index.tsx:177,,No logs found,"=GOOGLETRANSLATE(C1187, ""en"", ""el"")",
src/components/routes/admin/Messages/index.tsx:154,,No messages found,"=GOOGLETRANSLATE(C1188, ""en"", ""el"")",
src/components/routes/event/messages.tsx:328,,No messages to show,"=GOOGLETRANSLATE(C1189, ""en"", ""el"")",
src/components/common/QuestionsTable/index.tsx:489,,No order questions yet,"=GOOGLETRANSLATE(C1190, ""en"", ""el"")",
src/components/common/AdminOrdersTable/index.tsx:20,,No orders found,"=GOOGLETRANSLATE(C1191, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:459,,No orders to show,"=GOOGLETRANSLATE(C1192, ""en"", ""el"")",
src/components/routes/organizer/OrganizerDashboard/index.tsx:323,,No orders yet,"=GOOGLETRANSLATE(C1193, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:377,,No organizer activity in the last 14 days,"=GOOGLETRANSLATE(C1194, ""en"", ""el"")",
src/components/modals/SwitchOrganizerModal/index.tsx:57,,No other organizers available,"=GOOGLETRANSLATE(C1195, ""en"", ""el"")",
src/components/routes/admin/Messages/index.tsx:75,,No Paid Orders,"=GOOGLETRANSLATE(C1196, ""en"", ""el"")",
src/components/layouts/OrganizerHomepage/index.tsx:286,,No past events,"=GOOGLETRANSLATE(C1197, ""en"", ""el"")",
src/components/routes/product-widget/Payment/index.tsx:87,,No payment methods are currently available. Please contact the event organizer for assistance.,"=GOOGLETRANSLATE(C1198, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:55,,No Payment Required,"=GOOGLETRANSLATE(C1199, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:282,,No popular events in the last 14 days,"=GOOGLETRANSLATE(C1200, ""en"", ""el"")",
src/components/modals/ManageAttendeeModal/index.tsx:177,,No product associated with this attendee.,"=GOOGLETRANSLATE(C1201, ""en"", ""el"")",
src/components/common/ProductSelector/index.tsx:33,,No products available for selection,"=GOOGLETRANSLATE(C1202, ""en"", ""el"")",
src/components/modals/CreateProductCategoryModal/index.tsx:22,,No products available in this category.,"=GOOGLETRANSLATE(C1203, ""en"", ""el"")",
src/components/modals/OfferWaitlistModal/index.tsx:134,,No products have waiting entries,"=GOOGLETRANSLATE(C1204, ""en"", ""el"")",
src/components/common/ProductsTable/ProductsBlankSlate/index.tsx:41,,No Products Yet,"=GOOGLETRANSLATE(C1205, ""en"", ""el"")",
src/components/common/PromoCodeTable/index.tsx:49,,No Promo Codes to show,"=GOOGLETRANSLATE(C1206, ""en"", ""el"")",
src/components/modals/ManageAttendeeModal/index.tsx:193,,No questions answered by this attendee.,"=GOOGLETRANSLATE(C1207, ""en"", ""el"")",
src/components/modals/ManageOrderModal/index.tsx:119,,No questions have been asked for this order.,"=GOOGLETRANSLATE(C1208, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:438,,No recent account signups,"=GOOGLETRANSLATE(C1209, ""en"", ""el"")",
src/components/modals/MessageRecipientsModal/index.tsx:54,,No recipients found,"=GOOGLETRANSLATE(C1210, ""en"", ""el"")",
src/components/common/OrganizerWebhookTable/index.tsx:174 | src/components/common/WebhookTable/index.tsx:174,,No response,"=GOOGLETRANSLATE(C1211, ""en"", ""el"")",
src/components/modals/OrganizerWebhookLogsModal/index.tsx:79,,No Response,"=GOOGLETRANSLATE(C1212, ""en"", ""el"")",
src/components/common/OrganizerWebhookTable/index.tsx:141 | src/components/common/WebhookTable/index.tsx:141,,No responses yet,"=GOOGLETRANSLATE(C1213, ""en"", ""el"")",
src/components/common/NoResultsSplash/index.tsx:24,,No results,"=GOOGLETRANSLATE(C1214, ""en"", ""el"")",
src/components/common/ProductsTable/ProductsBlankSlate/index.tsx:22,,No Search Results,"=GOOGLETRANSLATE(C1215, ""en"", ""el"")",
src/components/common/NoResultsSplash/index.tsx:29,,No search results.,"=GOOGLETRANSLATE(C1216, ""en"", ""el"")",
src/components/common/TaxAndFeeList/index.tsx:105,,No Taxes or Fees have been added.,"=GOOGLETRANSLATE(C1217, ""en"", ""el"")",
src/components/routes/my-tickets/index.tsx:220,,No Tickets Found,"=GOOGLETRANSLATE(C1218, ""en"", ""el"")",
src/components/layouts/OrganizerHomepage/index.tsx:286,,No upcoming events,"=GOOGLETRANSLATE(C1219, ""en"", ""el"")",
src/components/common/AdminUsersTable/index.tsx:18,,No users found,"=GOOGLETRANSLATE(C1220, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:308,,No VAT settings configured,"=GOOGLETRANSLATE(C1221, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:329,,No viewed events in the last 14 days,"=GOOGLETRANSLATE(C1222, ""en"", ""el"")",
src/components/common/WaitlistTable/index.tsx:236,,No waitlist entries,"=GOOGLETRANSLATE(C1223, ""en"", ""el"")",
src/components/modals/OrganizerWebhookLogsModal/index.tsx:166 | src/components/modals/WebhookLogsModal/index.tsx:180,,No webhook events have been recorded for this endpoint yet. Events will appear here once they are triggered.,"=GOOGLETRANSLATE(C1224, ""en"", ""el"")",
src/components/common/OrganizerWebhookTable/index.tsx:201 | src/components/common/WebhookTable/index.tsx:201,,No Webhooks,"=GOOGLETRANSLATE(C1225, ""en"", ""el"")",
src/components/layouts/Checkout/index.tsx:315,,"No, keep me here","=GOOGLETRANSLATE(C1226, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/index.tsx:69 | src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsModal.tsx:31,,Non-VAT registered businesses or individuals: Irish VAT at 23% applies,"=GOOGLETRANSLATE(C1227, ""en"", ""el"")",
src/components/common/PromoCodeTable/index.tsx:87 | src/components/routes/product-widget/CollectInformation/index.tsx:503,,None,"=GOOGLETRANSLATE(C1228, ""en"", ""el"")",
src/components/common/ProductPriceAvailability/index.tsx:37 | src/components/common/ProductPriceAvailability/index.tsx:66,,Not available,"=GOOGLETRANSLATE(C1229, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:327 | src/components/common/CheckInStatusModal/index.tsx:110,,Not Checked In,"=GOOGLETRANSLATE(C1230, ""en"", ""el"")",
src/components/common/CheckInStatusModal/index.tsx:118,,Not Eligible,"=GOOGLETRANSLATE(C1231, ""en"", ""el"")",
src/components/modals/ManageAttendeeModal/index.tsx:130 | src/components/modals/ManageOrderModal/index.tsx:164,,Notes,"=GOOGLETRANSLATE(C1232, ""en"", ""el"")",
src/components/common/ReportTable/index.tsx:240,,Nothing to show yet,"=GOOGLETRANSLATE(C1233, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/EmailSettings/GeneralEmailSettings.tsx:76,,Notification Settings,"=GOOGLETRANSLATE(C1234, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/EmailSettings/GeneralEmailSettings.tsx:79,,Notify organizer of new orders,"=GOOGLETRANSLATE(C1235, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:220,,Number of days allowed for payment (leave blank to omit payment terms from invoices),"=GOOGLETRANSLATE(C1236, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:202,,Number Prefix,"=GOOGLETRANSLATE(C1237, ""en"", ""el"")",
src/components/common/OrganizerReportTable/index.tsx:356,,of,"=GOOGLETRANSLATE(C1238, ""en"", ""el"")",
src/components/common/WaitlistTable/index.tsx:132 | src/components/modals/OfferWaitlistModal/index.tsx:221,,Offer,"=GOOGLETRANSLATE(C1239, ""en"", ""el"")",
src/components/common/WaitlistTable/index.tsx:69,,Offer Spot,"=GOOGLETRANSLATE(C1240, ""en"", ""el"")",
src/components/modals/OfferWaitlistModal/index.tsx:82 | src/components/modals/OfferWaitlistModal/index.tsx:126 | src/components/routes/event/SoldOutWaitlist/index.tsx:86,,Offer Tickets,"=GOOGLETRANSLATE(C1241, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/WaitlistSettings/index.tsx:69,,Offer Timeout,"=GOOGLETRANSLATE(C1242, ""en"", ""el"")",
src/components/common/WaitlistStats/index.tsx:13 | src/components/common/WaitlistTable/index.tsx:25 | src/components/routes/event/SoldOutWaitlist/index.tsx:72,,Offered,"=GOOGLETRANSLATE(C1243, ""en"", ""el"")",
src/components/modals/OfferWaitlistModal/index.tsx:91 | src/components/modals/OfferWaitlistModal/index.tsx:130,,Offers expire after {timeoutHours} hours.,"=GOOGLETRANSLATE(C1244, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/AddressSettings/index.tsx:74 | src/components/routes/organizer/Settings/Sections/AddressSettings/index.tsx:75,,Office or venue name,"=GOOGLETRANSLATE(C1245, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:382 | src/components/routes/product-widget/Payment/index.tsx:131,,Offline,"=GOOGLETRANSLATE(C1246, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:148,,Offline orders are not reflected in event statistics until the order is marked as paid.,"=GOOGLETRANSLATE(C1247, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:31 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:65,,Offline Payment,"=GOOGLETRANSLATE(C1248, ""en"", ""el"")",
src/components/routes/product-widget/Payment/index.tsx:77,,Offline payment failed. Please try again or contact the event organizer.,"=GOOGLETRANSLATE(C1249, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:49 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:82 | src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:154,,Offline Payment Instructions,"=GOOGLETRANSLATE(C1250, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:93,,Offline Payments,"=GOOGLETRANSLATE(C1251, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:142,,Offline Payments Information,"=GOOGLETRANSLATE(C1252, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:137,,Offline Payments Settings,"=GOOGLETRANSLATE(C1253, ""en"", ""el"")",
src/components/common/EventCard/index.tsx:91 | src/components/common/ProductsTable/SortableProduct/index.tsx:95 | src/components/routes/organizer/Reports/EventsPerformanceReport/index.tsx:32,,On Sale,"=GOOGLETRANSLATE(C1254, ""en"", ""el"")",
src/components/common/ProductsTable/SortableProduct/index.tsx:101,,On sale {0},"=GOOGLETRANSLATE(C1255, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/index.tsx:553,,"Once you complete the upgrade, your old account will only be used for refunds.","=GOOGLETRANSLATE(C1256, ""en"", ""el"")",
src/components/common/NoEventsBlankSlate/index.tsx:21,,"Once you create an event, you'll see it here.","=GOOGLETRANSLATE(C1257, ""en"", ""el"")",
src/components/common/ReportTable/index.tsx:245,,"Once you start collecting data, you'll see it here.","=GOOGLETRANSLATE(C1258, ""en"", ""el"")",
src/components/routes/event/GettingStarted/index.tsx:184,,"Once you're ready, set your event live and start selling products.","=GOOGLETRANSLATE(C1259, ""en"", ""el"")",
src/components/common/EventStatusBadge/index.tsx:18 | src/components/routes/organizer/Reports/EventsPerformanceReport/index.tsx:31,,Ongoing,"=GOOGLETRANSLATE(C1260, ""en"", ""el"")",
src/components/common/EventCard/index.tsx:95 | src/components/routes/product-widget/Payment/index.tsx:123,,Online,"=GOOGLETRANSLATE(C1261, ""en"", ""el"")",
src/components/layouts/EventHomepage/index.tsx:346 | src/components/layouts/OrganizerHomepage/EventCard/index.tsx:167,,Online Event,"=GOOGLETRANSLATE(C1262, ""en"", ""el"")",
src/components/common/OnlineEventDetails/index.tsx:9,,Online Event Details,"=GOOGLETRANSLATE(C1263, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/DangerZoneSettings/index.tsx:72,,Only account administrators can delete or archive events. Contact your account admin for assistance.,"=GOOGLETRANSLATE(C1264, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/DangerZoneSettings/index.tsx:78,,Only account administrators can delete or archive organizers. Contact your account admin for assistance.,"=GOOGLETRANSLATE(C1265, ""en"", ""el"")",
src/components/modals/SendMessageModal/index.tsx:330,,Only send to orders with these statuses,"=GOOGLETRANSLATE(C1266, ""en"", ""el"")",
src/components/common/ProductsTable/SortableProduct/index.tsx:315,,Only visible with promo code,"=GOOGLETRANSLATE(C1267, ""en"", ""el"")",
src/components/common/CheckInListList/index.tsx:169 | src/components/modals/CheckInListSuccessModal/index.tsx:56,,Open Check-In Page,"=GOOGLETRANSLATE(C1268, ""en"", ""el"")",
src/components/layouts/AppLayout/index.tsx:29,,Open sidebar,"=GOOGLETRANSLATE(C1269, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/index.tsx:196 | src/components/routes/account/ManageAccount/sections/PaymentSettings/index.tsx:405 | src/components/routes/account/ManageAccount/sections/PaymentSettings/index.tsx:642,,Open Stripe Dashboard,"=GOOGLETRANSLATE(C1270, ""en"", ""el"")",
src/components/forms/QuestionForm/index.tsx:45,,Option {i},"=GOOGLETRANSLATE(C1271, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:256,,"Optional additional information to appear on all invoices (e.g., payment terms, late payment fees, return policy)","=GOOGLETRANSLATE(C1272, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:203,,"Optional prefix for invoice numbers (e.g., INV-)","=GOOGLETRANSLATE(C1273, ""en"", ""el"")",
src/components/routes/event/TicketDesigner/index.tsx:161,,"Optional text for disclaimers, contact info, or thank you notes (single line only)","=GOOGLETRANSLATE(C1274, ""en"", ""el"")",
src/components/forms/CheckInListForm/index.tsx:64,,"Optional. If set, staff will be prompted for this password before they can access the list.","=GOOGLETRANSLATE(C1275, ""en"", ""el"")",
src/components/common/QuestionsTable/index.tsx:125,,options,"=GOOGLETRANSLATE(C1276, ""en"", ""el"")",
src/components/forms/QuestionForm/index.tsx:28,,Options,"=GOOGLETRANSLATE(C1277, ""en"", ""el"")",
src/components/modals/CreateEventModal/index.tsx:164,,or,"=GOOGLETRANSLATE(C1278, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:21 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:22 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:23 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:24 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:25 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:26 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:27 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:28 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:29 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:30 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:31 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:63 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:64 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:65 | src/components/common/QuestionsTable/index.tsx:294 | src/components/common/QuestionsTable/index.tsx:447 | src/components/routes/my-tickets/index.tsx:53,,Order,"=GOOGLETRANSLATE(C1279, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:240,,Order & Ticket,"=GOOGLETRANSLATE(C1280, ""en"", ""el"")",
src/components/routes/product-widget/CollectInformation/index.tsx:361 | src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:353,,Order cancelled,"=GOOGLETRANSLATE(C1281, ""en"", ""el"")",
src/components/forms/WebhookForm/index.tsx:97,,Order Cancelled,"=GOOGLETRANSLATE(C1282, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:363,,Order complete,"=GOOGLETRANSLATE(C1283, ""en"", ""el"")",
src/components/common/EmailTemplateEditor/EmailTemplateEditor.tsx:94 | src/components/common/EmailTemplateSettings/EmailTemplateSettingsBase.tsx:202,,Order Confirmation,"=GOOGLETRANSLATE(C1284, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:524,,Order confirmation resent successfully,"=GOOGLETRANSLATE(C1285, ""en"", ""el"")",
src/components/forms/WebhookForm/index.tsx:73,,Order Created,"=GOOGLETRANSLATE(C1286, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:30,,Order Currency,"=GOOGLETRANSLATE(C1287, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:23 | src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:267,,Order Date,"=GOOGLETRANSLATE(C1288, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:270 | src/components/modals/ManageAttendeeModal/index.tsx:166 | src/components/modals/ManageOrderModal/index.tsx:86 | src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:591,,Order Details,"=GOOGLETRANSLATE(C1289, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:26,,Order Email,"=GOOGLETRANSLATE(C1290, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:24,,Order First Name,"=GOOGLETRANSLATE(C1291, ""en"", ""el"")",
src/components/modals/CancelOrderModal/index.tsx:40,,Order has been canceled and refunded. The order owner has been notified.,"=GOOGLETRANSLATE(C1292, ""en"", ""el"")",
src/components/modals/CancelOrderModal/index.tsx:41,,Order has been canceled and the order owner has been notified.,"=GOOGLETRANSLATE(C1293, ""en"", ""el"")",
src/components/routes/admin/Messages/index.tsx:88 | src/components/routes/admin/Messages/index.tsx:138,,Order Holders,"=GOOGLETRANSLATE(C1294, ""en"", ""el"")",
src/components/common/AdminOrdersTable/index.tsx:67,,Order ID,"=GOOGLETRANSLATE(C1295, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:28,,Order Is Awaiting Offline Payment,"=GOOGLETRANSLATE(C1296, ""en"", ""el"")",
